Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
30.09.2022;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;9;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.12.2022;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;12;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.03.2023;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;3;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.06.2023;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;6;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.09.2023;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;9;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.12.2023;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;12;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.03.2024;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;3;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.06.2024;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;6;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.09.2024;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;9;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.12.2024;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;12;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
31.03.2025;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;3;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.06.2025;Dividend;USD;-32625.23;  .908440.000.0;Apple;Other positions;6;  .908440.000.0;10000.07-  .908440.000.0;15.09.2025;10000.07;-32625.23;-32625.23;-27731.45
30.09.2021;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;9;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.12.2021;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;12;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.03.2022;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;3;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.06.2022;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;6;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.09.2022;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;9;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.12.2022;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;12;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.03.2023;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;3;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.06.2023;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;6;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.09.2023;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;9;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.12.2023;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;12;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.03.2024;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;3;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.06.2024;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;6;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.09.2024;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;9;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.12.2024;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;12;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
31.03.2025;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;3;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.06.2025;Dividend;USD;-8649.6;  .941595.000.0;Intel;Other positions;6;  .941595.000.0;10000.07-  .941595.000.0;15.09.2025;10000.07;-8649.6;-8649.6;-7352.16
30.09.2021;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;9;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.12.2021;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;12;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.03.2022;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;3;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.06.2022;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;6;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.09.2022;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;9;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.12.2022;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;12;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.03.2023;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;3;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.06.2023;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;6;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.09.2023;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;9;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.12.2023;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;12;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.03.2024;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;3;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.06.2024;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;6;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.09.2024;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;9;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.12.2024;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;12;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.03.2025;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;3;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
30.06.2025;Dividend;USD;-2410.97;  .959184.000.0;Oracle;Other positions;6;  .959184.000.0;10000.07-  .959184.000.0;15.09.2025;10000.07;-2410.97;-2410.97;-2049.32
31.12.2021;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;12;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
30.06.2022;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;6;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
31.12.2022;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;12;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
30.06.2023;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;6;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
31.12.2023;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;12;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
30.06.2024;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;6;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
31.12.2024;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;12;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
30.06.2025;Coupon;USD;-15439.76;39.904646.000.0;2.985% Tencent Holdings 18-19.01.2023;Bonds;6;39.904646.000.0;10000.05-39.904646.000.0;15.09.2025;10000.05;-15439.76;-15439.76;-15439.76
31.12.2021;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;12;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
30.06.2022;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;6;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
31.12.2022;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;12;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
30.06.2023;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;6;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
31.12.2023;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;12;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
30.06.2024;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;6;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
31.12.2024;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;12;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
30.06.2025;Coupon;USD;-43060.54;41.060745.000.0;3 7/8% Baidu 18-29.09.2023;Bonds;6;41.060745.000.0;10000.05-41.060745.000.0;15.09.2025;10000.05;-43060.54;-43060.54;-43060.54
30.11.2004;Redemption;USD;2146508.89;47.294168.000.0;3.28% Tencent Holdings 19-11.04.2024;Bonds;11;47.294168.000.0;10000.05-47.294168.000.0;15.09.2025;10000.05;2146508.89;2146508.89;2146508.89
31.12.2012;Redemption;USD;610913.33;18.924917.000.0;2 % Pemex 12-20.12.2022;Bonds;12;18.924917.000.0;10000.05-18.924917.000.0;15.09.2025;10000.05;610913.33;610913.33;610913.33
31.12.2009;Redemption;USD;1083286.67;43.606970.000.0;4 % ENI 18-12.09.2023;Bonds;12;43.606970.000.0;10000.05-43.606970.000.0;15.09.2025;10000.05;1083286.67;1083286.67;1083286.67
31.01.2002;Redemption;USD;1082033.89;46.195382.000.0;4.30% Hyundai Cap America 19-01.02.2024;Bonds;1;46.195382.000.0;10000.05-46.195382.000.0;15.09.2025;10000.05;1082033.89;1082033.89;1082033.89
31.12.2021;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;12;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
30.06.2022;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;6;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
31.12.2022;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;12;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
30.06.2023;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;6;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
31.12.2023;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;12;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
30.06.2024;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;6;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
31.12.2024;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;12;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
30.06.2025;Coupon;USD;-79513.49;59.542468.000.0;1 3/8% QNB Finance 21-26.01.2026;Bonds;6;59.542468.000.0;10000.05-59.542468.000.0;15.09.2025;10000.05;-79513.49;-79513.49;-79513.49
31.08.2002;Redemption;USD;3055074.17;14.916010.000.0;3 7/8% Rabobank Nederland 12-08.02.2022;Bonds;8;14.916010.000.0;10000.05-14.916010.000.0;15.09.2025;10000.05;3055074.17;3055074.17;3055074.17
31.12.2021;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;12;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
30.06.2022;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;6;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
31.12.2022;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;12;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
30.06.2023;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;6;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
31.12.2023;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;12;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
30.06.2024;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;6;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
31.12.2024;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;12;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
30.06.2025;Coupon;USD;-29721.63;48.986669.000.0;2.801% Mitsubishi UFJ 19-18.07.2024;Bonds;6;48.986669.000.0;10000.05-48.986669.000.0;15.09.2025;10000.05;-29721.63;-29721.63;-29721.63
30.09.2021;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;9; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.12.2021;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;12; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.03.2022;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;3; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.06.2022;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;6; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.09.2022;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;9; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.12.2022;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;12; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.03.2023;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;3; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.06.2023;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;6; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.09.2023;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;9; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.12.2023;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;12; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.03.2024;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;3; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.06.2024;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;6; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.09.2024;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;9; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.12.2024;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;12; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
31.03.2025;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;3; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.06.2025;Dividend;USD;-8433.92; 3.068429.000.0;BGF Asian Dragon Fund D2;Other positions;6; 3.068429.000.0;10000.07- 3.068429.000.0;15.09.2025;10000.07;-8433.92;-8433.92;-7168.83
30.09.2021;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;9; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.12.2021;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;12; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.03.2022;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;3; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.06.2022;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;6; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.09.2022;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;9; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.12.2022;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;12; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.03.2023;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;3; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.06.2023;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;6; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.09.2023;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;9; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.12.2023;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;12; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.03.2024;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;3; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.06.2024;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;6; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.09.2024;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;9; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.12.2024;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;12; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
31.03.2025;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;3; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.06.2025;Dividend;CHF;-14091.46; 3.886335.000.0;Nestle N;Other positions;6; 3.886335.000.0;10000.07- 3.886335.000.0;15.09.2025;10000.07;-14091.46;-14091.46;-11977.74
30.09.2021;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;9;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.12.2021;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;12;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.03.2022;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;3;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
30.06.2022;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;6;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
30.09.2022;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;9;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.12.2022;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;12;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.03.2023;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;3;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
30.06.2023;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;6;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
30.09.2023;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;9;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.12.2023;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;12;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
31.03.2024;Dividend;EUR;-19485.19;  .352781.000.0;VW VZ;Other positions;3;  .352781.000.0;10000.07-  .352781.000.0;15.09.2025;10000.07;-19485.19;-19485.19;-16562.41
