Description;ISIN;Identification number;Quantity / amount;Price;Market to cost;Weight;Investment strategy;Portfolio manager;Relationship manager;Evaluation date;Portfolio number;Total value in evaluation currency;Trade currency;Risk currency;Duration;YTM;Duration x Total value in evaluation currency;YTM x Total value in evaluation currency;Position rank;Country;Asset class;Price date;Bank
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2023;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2023;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;29.02.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;29.02.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.06.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.09.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.10.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.11.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2024;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;28.02.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.06.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2025;LGT, Geneva
4 % Tyson Foods 19-01.03.2026;US902494BJ16;46.469594.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.071725233;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2021;10000.05;2143450.465;USD;USD;2.382778659;0.00813888;5107368.026;17445.28667;;USA;Bonds;30.09.2021;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.072601891;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2021;10000.05;2145203.783;USD;USD;2.382778659;0.00813888;5111545.793;17459.55671;;USA;Bonds;31.10.2021;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.074638571;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2021;10000.05;2149277.142;USD;USD;2.382778659;0.00813888;5121251.706;17492.70929;;USA;Bonds;30.11.2021;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.051777152;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2021;10000.05;2103554.305;USD;USD;2.382778659;0.00813888;5012304.306;17120.57659;;USA;Bonds;31.12.2021;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.055127028;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2022;10000.05;2110254.056;USD;USD;2.382778659;0.00813888;5028268.33;17175.10507;;USA;Bonds;31.01.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.048160857;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2022;10000.05;2096321.715;USD;USD;2.382778659;0.00813888;4995070.644;17061.71141;;USA;Bonds;28.02.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.052209373;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2022;10000.05;2104418.746;USD;USD;2.382778659;0.00813888;5014364.079;17127.61218;;USA;Bonds;31.03.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.050546004;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2022;10000.05;2101092.007;USD;USD;2.382778659;0.00813888;5006437.196;17100.53625;;USA;Bonds;30.04.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.053193694;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2022;10000.05;2106387.389;USD;USD;2.382778659;0.00813888;5019054.918;17143.63473;;USA;Bonds;31.05.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.040520776;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2022;10000.05;2081041.553;USD;USD;2.382778659;0.00813888;4958661.401;16937.348;;USA;Bonds;30.06.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.044717411;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2022;10000.05;2089434.822;USD;USD;2.382778659;0.00813888;4978660.704;17005.65981;;USA;Bonds;31.07.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.044009392;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2022;10000.05;2088018.785;USD;USD;2.382778659;0.00813888;4975286.601;16994.13486;;USA;Bonds;31.08.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.046663897;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2022;10000.05;2093327.794;USD;USD;2.382778659;0.00813888;4987936.795;17037.34425;;USA;Bonds;30.09.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.046379635;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2022;10000.05;2092759.269;USD;USD;2.382778659;0.00813888;4986582.126;17032.71709;;USA;Bonds;31.10.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.047762749;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2022;10000.05;2095525.497;USD;USD;2.382778659;0.00813888;4993173.435;17055.23109;;USA;Bonds;30.11.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.031602537;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2022;10000.05;2063205.074;USD;USD;2.382778659;0.00813888;4916161.019;16792.17903;;USA;Bonds;31.12.2022;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.033591333;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2023;10000.05;2067182.666;USD;USD;2.382778659;0.00813888;4925638.742;16824.55218;;USA;Bonds;31.01.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.032306593;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2023;10000.05;2064613.186;USD;USD;2.382778659;0.00813888;4919516.24;16803.63949;;USA;Bonds;28.02.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.032484561;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2023;10000.05;2064969.122;USD;USD;2.382778659;0.00813888;4920364.355;16806.53641;;USA;Bonds;31.03.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.029512895;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2023;10000.05;2059025.791;USD;USD;2.382778659;0.00813888;4906202.713;16758.16435;;USA;Bonds;30.04.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.025711289;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2023;10000.05;2051422.579;USD;USD;2.382778659;0.00813888;4888085.942;16696.28272;;USA;Bonds;31.05.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.002562547;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2023;10000.05;2005125.094;USD;USD;2.382778659;0.00813888;4777769.284;16319.47304;;USA;Bonds;30.06.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.007045803;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2023;10000.05;2014091.606;USD;USD;2.382778659;0.00813888;4799134.498;16392.4504;;USA;Bonds;31.07.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.002943671;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2023;10000.05;2005887.343;USD;USD;2.382778659;0.00813888;4779585.553;16325.67688;;USA;Bonds;31.08.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.001717805;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2023;10000.05;2003435.611;USD;USD;2.382778659;0.00813888;4773743.618;16305.72253;;USA;Bonds;30.09.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.003692287;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2023;10000.05;2007384.574;USD;USD;2.382778659;0.00813888;4783153.124;16337.86267;;USA;Bonds;31.10.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;1.005754194;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2023;10000.05;2011508.387;USD;USD;2.382778659;0.00813888;4792979.258;16371.42589;;USA;Bonds;30.11.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.987228669;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2023;10000.05;1974457.339;USD;USD;2.382778659;0.00813888;4704694.81;16069.87184;;USA;Bonds;31.12.2023;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.991710503;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2024;10000.05;1983421.006;USD;USD;2.382778659;0.00813888;4726053.247;16142.82606;;USA;Bonds;31.01.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.989432332;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;29.02.2024;10000.05;1978864.664;USD;USD;2.382778659;0.00813888;4715196.49;16105.74253;;USA;Bonds;29.02.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.991803923;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2024;10000.05;1983607.846;USD;USD;2.382778659;0.00813888;4726498.443;16144.34673;;USA;Bonds;31.03.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.992991361;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2024;10000.05;1985982.722;USD;USD;2.382778659;0.00813888;4732157.247;16163.67556;;USA;Bonds;30.04.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.991971698;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2024;10000.05;1983943.396;USD;USD;2.382778659;0.00813888;4727297.985;16147.07773;;USA;Bonds;31.05.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.971183729;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2024;10000.05;1942367.457;USD;USD;2.382778659;0.00813888;4628231.726;15808.69614;;USA;Bonds;30.06.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.973225621;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2024;10000.05;1946451.242;USD;USD;2.382778659;0.00813888;4637962.481;15841.93358;;USA;Bonds;31.07.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.970993561;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2024;10000.05;1941987.122;USD;USD;2.382778659;0.00813888;4627325.472;15805.60064;;USA;Bonds;31.08.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.971596155;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2024;10000.05;1943192.31;USD;USD;2.382778659;0.00813888;4630197.167;15815.40952;;USA;Bonds;30.09.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.973842099;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2024;10000.05;1947684.198;USD;USD;2.382778659;0.00813888;4640900.343;15851.96846;;USA;Bonds;31.10.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.974982555;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2024;10000.05;1949965.11;USD;USD;2.382778659;0.00813888;4646335.25;15870.53253;;USA;Bonds;30.11.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.954027215;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2024;10000.05;1908054.431;USD;USD;2.382778659;0.00813888;4546471.378;15529.42653;;USA;Bonds;31.12.2024;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.950820073;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2025;10000.05;1901640.145;USD;USD;2.382778659;0.00813888;4531187.556;15477.22143;;USA;Bonds;31.01.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.954279287;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2025;10000.05;1908558.574;USD;USD;2.382778659;0.00813888;4547672.641;15533.52969;;USA;Bonds;28.02.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.949512249;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2025;10000.05;1899024.498;USD;USD;2.382778659;0.00813888;4524955.046;15455.93298;;USA;Bonds;31.03.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.953597722;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2025;10000.05;1907195.443;USD;USD;2.382778659;0.00813888;4544424.601;15522.43533;;USA;Bonds;30.04.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.955395884;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2025;10000.05;1910791.767;USD;USD;2.382778659;0.00813888;4552993.846;15551.70539;;USA;Bonds;31.05.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.937157938;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2025;10000.05;1874315.877;USD;USD;2.382778659;0.00813888;4466079.871;15254.83248;;USA;Bonds;30.06.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.939008783;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2025;10000.05;1878017.567;USD;USD;2.382778659;0.00813888;4474900.18;15284.96009;;USA;Bonds;31.07.2025;LGT, Geneva
3.40% American Express 19-22.02.2024;US025816CC13;46.559313.000.0;0;0.940902068;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2025;10000.05;1881804.136;USD;USD;2.382778659;0.00813888;4483922.737;15315.77853;;USA;Bonds;31.08.2025;LGT, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2021;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.09.2021;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2021;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.10.2021;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2021;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.11.2021;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2021;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2021;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;28.02.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.06.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.09.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.10.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.11.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2022;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2022;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;28.02.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.06.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.09.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.10.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.11.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2023;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2023;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2024;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2024;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;29.02.2024;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;29.02.2024;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2024;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2024;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2024;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2024;JPM, Geneva
3.9% Wyndham Destinations 13-01.03.2023;US98310WAL28;20.761875.000.0;0;0;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2024;10000.37;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2024;JPM, Geneva
